,FLA1 amount,RAM1 amount,LAN speed,802dot11,Release
Enterasys RBTR1-AX,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2001
D-Link DI-624+ rev A1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
D-Link DI-624 rev C2/C3,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Global Sun GL2454RT-QA0,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Linksys WRT54G v6,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
TP-LINK TL-WR745N v1.0,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2012
Edimax EW-7206APg v4,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
Belkin F5D7231-4 v1 (v1103ee),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Netgear WG602v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Belkin F7D2301,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2010
TP-LINK TL-WA501G v2.22,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
D-Link DWL-700AP rev A1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,unspecified,b,2003
Belkin F9K1002 v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2011
Cisco RAN201,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2010
Linksys WRT54G v8.1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
TP-LINK TL-WR841N v11.x,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2015
D-Link DWL-G700AP rev A1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Gigabyte GN-BR01G,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Linksys WAP54G v3.1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
MSI AP11B (MS-6809),1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Planet WAP-4000,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Encore ENRXWI-G,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
TP-LINK TL-WR641G v3.4,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Belkin F9K1001 v1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2011
Actiontec R1524SU,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Netgear WGR614v5,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
D-Link DWL-G730AP rev B1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
D-Link DIR-600 rev D1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2012
Belkin F5D7230-4 vA,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
National Datacomm NWH8010,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,
EnGenius ESR-1220,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
DareGlobal DB108-WL,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2004
TRENDnet TEW-452BRP B1.1R,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
D-Link DIR-301,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
Cameo WLG-2207,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Ativa AWGR54,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
3Com 3CRWE454G75,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
D-Link DWL-G700AP rev B2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
Belkin F5D7231-4 v1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Compaq iPAQ Connection Point CP-2W,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2001
Huawei HG530,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,
Linksys WRT54G v5,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Netgear WG602v4,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
AboCom WAP404,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Belkin F7D1301,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2010
ViewSonic WR100 (VS10276),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
SMC SMC7004VWBR v1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Accton WG3005D,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Airlink101 AR420W,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Belkin F5D7233,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
USRobotics USR2249,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,unspecified,b,2002
Tenda W311R v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
Belkin F5D7230-4 v8,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
Encore ENHWI-G3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
Linksys WRT54GC v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
3Com 3CRWE454G72,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Well Communications AWR-8210,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
TRENDnet TEW-432BRP D1.0R / D1.1R,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
X-Micro XWL-11GRAG,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Edimax EW-7203APg,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
D-Link DI-524 rev C1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
D-Link DIR-280,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
Linksys WAP11 v2.8,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
EHome EH100,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
D-Link DI-624+ rev B2,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
AirVast WR-2000,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Global Sun GL2454AP-QA,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Belkin F5D7234-4 v4,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2009
Edimax AR-7084gA/B,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
NEC Aterm WL5400AP,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,abg,2004
Netgear WGU624,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,abg,2004
D-Link DI-514 rev C1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
3Com OfficeConnect 3CRWE52196,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Linksys WAP54G v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Z-Com XI-1280,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Belkin F6D4230-4 v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
Toshiba PCX2500 (DAZ8821F),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,,2002
Linksys WRT54G v8.2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
Gigabyte GN-MD01,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,unspecified,none specified,
Belkin F5D7234-4 v5,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2009
Global Sun GL2411RT-0B,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Siemens Gigaset SE505 v2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
MSI RG60SE,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
ASUS WL-330,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Microsoft MN-500,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
TP-LINK TL-WR542G v6.5,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Belkin F9K1001 v4,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2011
Belkin F5D8236-4 v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
TP-LINK TL-WR340 v2.2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
D-Link WBR-2310 rev B1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
Acer Home Gateway,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2001
Belkin F5D7230-4 v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Alpha AFW-GR50,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
EnGenius ESR-1221 EXT,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
Global Sun WL AP 2454 NM,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Cameo WLG-2210,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
Belkin F9K1002 v3,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2012
Buffalo WCR-G54,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Belkin F5D7234-4 v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
Proxim Skyline 802.11a Access Point (4040),1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,a,2001
Netgear MR814v1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
SerComm IP906SM,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,abg,2005
Netronix W430,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
Tenda N3,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2012
Edimax EW-7206APb,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Belkin F5D7230-4 v1 (v1444),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
ASUS WL-520g,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Dell Wireless 2350 Broadband Router (WRTA-108GD),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
TRENDnet TEW-432BRP D1.2R / D1.3R,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2008
3Com OfficeConnect 3CRWE51196,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Belkin F5D6130 v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Airlink101 AR410W,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Cameo WLG-2009,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Siemens SS2623,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2001
Gigabyte GN-AP01G,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Netgear WGR614v9,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
D-Link DI-624 rev D2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Linksys WRK54G v1.0,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
3Com OfficeConnect 3CRWE554G72,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
FAST FW300R v9.x,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2013
D-Link WBR-1310 rev B1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
X-Micro XWL-11GRAR,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2007
Belkin F5D6231-4 v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
TP-LINK TD-W8151N v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2012
D-Link DI-524 rev D1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
D-Link DWL-2000AP rev C1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Airnet AWR014G8,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
AT&T Plug and Share 6800G,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
D-Link DI-614+ rev B2,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,
D-Link DWL-900AP+ rev A B,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
LevelOne WAP-0003,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2003
Edimax BR-6204WLg,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Billion BiPAC 5200N RC,,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
D-Link DWL-G730AP rev A1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
D-Link DI-514 rev B1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
TRENDnet TEW-432BRP C1.0R,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
D-Link DI-614+ rev B1,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2003
Motorola WA840G v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Belkin F6D4230-4 v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
OvisLink AirLive WL-8000AP,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
Linksys WRT54G v7.2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
Gemtek P380A,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,b,2002
Netgear WGT624v3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
Tenda W268R (earlier),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bgn,2009
SparkLAN WX-6800-II,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2004
USRobotics USR5463,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2006
I-O DATA WN-G54/R3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,abg,2006
ZyXEL X-550,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,2005
TP-LINK TL-WR340 v1.3,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,10/100,bg,
